method,AA_mean,AA_std,AF_mean,AF_std,BWT_mean,BWT_std,FWT_mean,FWT_std,replay_budget_mean,replay_budget_std,efficiency
DIFE_only,0.8283333333333333,0.005759822528130201,0.10804166666666666,0.00714240077907203,-0.10804166666666666,0.00714240077907203,0.14024999999999996,0.012094678581921902,36024.0,0.0,0.0
DIFE_MV,0.8377666666666667,0.0035518383346593847,0.08612499999999997,0.0035414215601459738,-0.08612499999999997,0.0035414215601459738,0.12825,0.007939222254100207,36024.0,0.0,0.0
