method,AA_mean,AA_std,AF_mean,AF_std,BWT_mean,BWT_std,FWT_mean,FWT_std,replay_budget_mean,replay_budget_std,efficiency
DIFE_only,0.7632199999999999,0.013016512589783794,0.18514999999999998,0.01791532165494105,-0.18514999999999998,0.01791532165494105,0.11789999999999998,0.005365048928015467,5688.0,0.0,0.0
DIFE_MV,0.76164,0.009917983666048234,0.19265000000000002,0.010076705810928486,-0.19265000000000002,0.010076705810928486,0.1163,0.010062492236021849,5688.0,0.0,0.0
