method,AA_mean,AA_std,AF_mean,AF_std,BWT_mean,BWT_std,FWT_mean,FWT_std,replay_budget_mean,replay_budget_std,efficiency
DIFE_only,0.8182,0.0,0.11199999999999999,0.0,-0.11199999999999999,0.0,0.12774999999999997,0.0,23700.0,0.0,0.0
DIFE_MV,0.8201,0.0,0.10924999999999996,0.0,-0.10924999999999996,0.0,0.13849999999999998,0.0,23700.0,0.0,0.0
